STUDENT_NUMBER,Academic_Year,Faculty,Programme_Code,Programme_Name,Programme_Duration_Years,Year_Level,Gender,Race,NSFAS_Flag,Residence_Flag,First_Generation_Flag,Entry_APS_Band,Expected_Credits_ToDate,Prior_Credits_Passed,Current_Year_Expected_Credits,Current_Credits_Passed,Total_Credits_Passed,Credit_Completion_Current_Pct,Credit_Completion_ToDate_Pct,Current_Module_Count,Failed_Module_Count,Failed_Gateway_Module_Count,Non_Submitted_Assessment_Count,Failed_Assessment_Count,Student_Overall_CA_Average,Student_Final_Average,Programme_Final_Average,Difference_From_Programme_Avg,Early_At_Risk_Flag,End_At_Risk_Flag,Progression_Risk_Level,Recommended_Action,Equity_Review_Group
4260616,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Female,African,No,No,No,40-44,240,120,120,90,210,0.75,0.875,4,1,1,0,3,56.3,59.7,51.2,8.5,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260617,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,3,Female,African,No,Yes,Yes,30-34,360,240,120,30,270,0.25,0.75,4,3,2,1,9,42.7,41.2,51.2,-9.9,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence Yes
4260618,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Female,Coloured,Yes,No,No,40-44,480,360,120,90,450,0.75,0.9375,4,1,0,1,7,46.2,51.5,51.2,0.3,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260619,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,3,Female,African,Yes,No,Yes,30-34,360,240,120,30,270,0.25,0.75,4,3,3,4,4,49.5,44.4,51.2,-6.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260620,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Female,African,Yes,No,No,35-39,480,360,120,120,480,1.0,1.0,4,0,0,0,10,60.0,53.8,51.2,2.6,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260621,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Male,White,No,No,Yes,30-34,480,360,120,0,360,0.0,0.75,4,4,3,1,15,25.8,26.6,51.2,-24.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260622,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Female,Other/Not disclosed,Yes,No,Yes,30-34,120,0,120,30,30,0.25,0.25,4,3,3,1,12,34.8,40.0,51.2,-11.2,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260623,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Female,African,No,No,Yes,35-39,480,360,120,120,480,1.0,1.0,4,0,0,0,1,68.1,67.4,51.2,16.3,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS No | Residence No
4260624,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Female,African,No,No,Yes,30-34,480,360,120,60,420,0.5,0.875,4,2,2,1,5,56.5,50.8,51.2,-0.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260625,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Female,Indian,Yes,Yes,No,35-39,240,120,120,30,150,0.25,0.625,4,3,2,1,8,41.8,43.1,51.2,-8.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence Yes
4260626,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Female,African,Yes,No,Yes,35-39,120,0,120,0,0,0.0,0.0,4,4,3,2,10,35.7,38.3,51.2,-12.8,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260627,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Female,African,No,No,No,35-39,240,120,120,90,210,0.75,0.875,4,1,0,1,2,55.0,59.0,51.2,7.9,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260628,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Male,Coloured,Yes,No,Yes,30-34,240,120,120,60,180,0.5,0.75,4,2,1,3,7,33.0,46.9,51.2,-4.2,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4260629,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Male,Indian,Yes,Yes,Yes,40-44,120,0,120,120,120,1.0,1.0,4,0,0,0,1,67.2,69.1,51.2,18.0,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence Yes
4260630,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Female,African,Yes,No,Yes,40-44,480,360,120,120,480,1.0,1.0,4,0,0,0,0,63.3,64.0,51.2,12.9,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260631,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Female,African,Yes,No,Yes,40-44,120,0,120,90,90,0.75,0.75,4,1,1,1,1,63.1,67.3,51.2,16.1,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260632,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Female,Other/Not disclosed,Yes,No,No,30-34,120,0,120,90,90,0.75,0.75,4,1,1,2,2,64.9,58.6,51.2,7.4,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260633,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Female,Coloured,Yes,No,Yes,35-39,120,0,120,0,0,0.0,0.0,4,4,3,3,9,47.8,36.5,51.2,-14.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260634,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Male,African,No,Yes,Yes,35-39,120,0,120,90,90,0.75,0.75,4,1,1,1,4,50.4,52.7,51.2,1.5,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence Yes
4260635,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Male,African,No,No,No,30-34,120,0,120,60,60,0.5,0.5,4,2,2,1,8,48.3,44.4,51.2,-6.8,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260636,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Female,Coloured,No,Yes,No,35-39,120,0,120,60,60,0.5,0.5,4,2,2,1,4,59.5,49.4,51.2,-1.7,No,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence Yes
4260637,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Female,African,Yes,No,Yes,35-39,240,120,120,0,120,0.0,0.5,4,4,3,2,11,40.7,40.0,51.2,-11.2,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260638,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Female,African,No,No,No,35-39,240,120,120,120,240,1.0,1.0,4,0,0,0,2,63.1,61.7,51.2,10.6,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS No | Residence No
4260639,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Female,Coloured,Yes,No,No,45+,240,120,120,120,240,1.0,1.0,4,0,0,1,4,58.6,56.2,51.2,5.0,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260640,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Male,Coloured,Yes,No,No,30-34,480,360,120,90,450,0.75,0.9375,4,1,1,0,3,56.8,58.5,51.2,7.3,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4260641,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,3,Male,Coloured,Yes,Yes,No,30-34,360,240,120,60,300,0.5,0.8333,4,2,2,2,4,45.9,52.7,51.2,1.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence Yes
4260642,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,3,Male,African,No,No,Yes,40-44,360,240,120,120,360,1.0,1.0,4,0,0,0,3,65.0,63.1,51.2,12.0,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS No | Residence No
4260643,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Female,Coloured,No,No,No,45+,240,120,120,120,240,1.0,1.0,4,0,0,2,0,64.9,69.1,51.2,18.0,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260644,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Female,Indian,Yes,No,No,40-44,480,360,120,120,480,1.0,1.0,4,0,0,1,3,58.2,57.7,51.2,6.5,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260645,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Female,African,Yes,Yes,Yes,30-34,120,0,120,30,30,0.25,0.25,4,3,2,2,10,42.3,44.9,51.2,-6.2,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence Yes
4260646,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Female,African,Yes,No,No,40-44,240,60,120,0,60,0.0,0.25,4,4,3,2,11,35.4,38.9,51.2,-12.3,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260647,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Male,African,Yes,No,No,35-39,120,0,120,120,120,1.0,1.0,4,0,0,1,0,63.1,70.3,51.2,19.2,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence No
4260648,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Male,African,Yes,No,No,30-34,240,120,120,0,120,0.0,0.5,4,4,3,1,12,34.4,36.7,51.2,-14.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260649,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Male,African,Yes,No,Yes,35-39,240,120,120,90,210,0.75,0.875,4,1,1,2,1,66.6,58.5,51.2,7.3,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4260650,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Female,Indian,No,Yes,Yes,35-39,240,120,120,30,150,0.25,0.625,4,3,2,0,7,48.9,48.8,51.2,-2.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence Yes
4260651,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,3,Female,African,No,No,No,40-44,360,240,120,120,360,1.0,1.0,4,0,0,0,3,61.7,65.1,51.2,14.0,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS No | Residence No
4260652,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Male,African,Yes,No,No,35-39,240,90,120,60,150,0.5,0.625,4,2,2,1,5,53.0,51.9,51.2,0.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260653,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,3,Male,African,Yes,No,Yes,35-39,360,240,120,120,360,1.0,1.0,4,0,0,0,0,70.1,69.8,51.2,18.6,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence No
4260654,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Female,African,No,No,No,35-39,240,120,120,120,240,1.0,1.0,4,0,0,1,4,57.8,59.7,51.2,8.5,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260655,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Male,Coloured,Yes,No,No,35-39,240,120,120,0,120,0.0,0.5,4,4,3,0,9,46.2,46.3,51.2,-4.8,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260656,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Male,African,Yes,No,Yes,40-44,120,0,120,60,60,0.5,0.5,4,2,1,1,8,49.2,45.6,51.2,-5.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260657,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Female,African,Yes,Yes,No,35-39,120,0,120,120,120,1.0,1.0,4,0,0,0,4,54.0,59.6,51.2,8.4,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence Yes
4260658,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Male,African,Yes,No,No,40-44,480,360,120,120,480,1.0,1.0,4,0,0,0,1,74.4,73.7,51.2,22.6,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence No
4260659,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Female,Indian,Yes,Yes,No,35-39,480,360,120,90,450,0.75,0.9375,4,1,0,2,1,47.7,54.3,51.2,3.2,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence Yes
4260660,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,3,Male,African,Yes,No,No,45+,360,240,120,120,360,1.0,1.0,4,0,0,0,1,64.5,63.8,51.2,12.7,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence No
4260661,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,3,Male,Coloured,Yes,Yes,Yes,35-39,360,240,120,90,330,0.75,0.9167,4,1,1,1,7,51.0,54.0,51.2,2.9,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence Yes
4260662,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Male,Coloured,No,No,Yes,40-44,480,360,120,30,390,0.25,0.8125,4,3,3,2,11,33.7,36.5,51.2,-14.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260663,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Male,Coloured,No,Yes,No,35-39,480,360,120,90,450,0.75,0.9375,4,1,1,0,6,53.5,57.3,51.2,6.1,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence Yes
4260664,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Female,African,Yes,Yes,Yes,35-39,480,360,120,30,390,0.25,0.8125,4,3,3,1,7,42.7,46.7,51.2,-4.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence Yes
4260665,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Female,Coloured,Yes,Yes,Yes,30-34,120,0,120,0,0,0.0,0.0,4,4,3,1,9,44.9,43.9,51.2,-7.2,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence Yes
4260666,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Female,African,No,Yes,No,35-39,120,0,120,120,120,1.0,1.0,4,0,0,0,2,67.1,63.5,51.2,12.4,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS No | Residence Yes
4260667,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Other/Not disclosed,African,No,No,No,35-39,240,120,120,30,150,0.25,0.625,4,3,2,0,11,48.7,45.4,51.2,-5.8,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Other/Not disclosed | NSFAS No | Residence No
4260668,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,3,Female,African,Yes,No,Yes,30-34,360,240,120,60,300,0.5,0.8333,4,2,1,3,4,42.7,47.6,51.2,-3.5,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260669,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Female,African,No,No,Yes,35-39,480,360,120,60,420,0.5,0.875,4,2,1,1,6,47.0,48.2,51.2,-2.9,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260670,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,3,Male,African,No,Yes,Yes,40-44,360,240,120,120,360,1.0,1.0,4,0,0,1,1,59.0,63.1,51.2,12.0,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS No | Residence Yes
4260671,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Male,Coloured,Yes,No,Yes,30-34,120,0,120,0,0,0.0,0.0,4,4,3,3,11,27.2,25.7,51.2,-25.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260672,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Male,African,No,No,No,35-39,120,0,120,90,90,0.75,0.75,4,1,1,1,7,52.2,52.2,51.2,1.1,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260673,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Female,Coloured,Yes,No,Yes,35-39,240,120,120,0,120,0.0,0.5,4,4,3,3,13,20.7,28.5,51.2,-22.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260674,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Female,Other/Not disclosed,Yes,No,No,40-44,120,0,120,60,60,0.5,0.5,4,2,2,1,7,44.1,49.3,51.2,-1.8,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260675,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Female,African,Yes,No,No,40-44,240,120,120,120,240,1.0,1.0,4,0,0,1,1,56.7,61.3,51.2,10.2,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260676,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Male,African,Yes,No,No,35-39,480,300,120,30,330,0.25,0.6875,4,3,2,2,8,42.5,43.9,51.2,-7.2,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260677,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Female,African,Yes,No,No,30-34,480,330,120,30,360,0.25,0.75,4,3,3,3,10,30.7,35.7,51.2,-15.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260678,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Female,Coloured,Yes,No,Yes,35-39,120,0,120,90,90,0.75,0.75,4,1,1,3,2,58.9,55.5,51.2,4.3,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260679,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Male,Coloured,Yes,Yes,Yes,45+,240,120,120,120,240,1.0,1.0,4,0,0,0,3,61.4,59.1,51.2,8.0,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence Yes
4260680,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Female,African,Yes,Yes,Yes,30-34,240,120,120,0,120,0.0,0.5,4,4,3,3,13,29.5,29.4,51.2,-21.8,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence Yes
4260681,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Female,Coloured,Yes,Yes,No,35-39,480,360,120,0,360,0.0,0.75,4,4,3,1,14,38.6,33.3,51.2,-17.8,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence Yes
4260682,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Female,African,Yes,No,Yes,30-34,240,120,120,60,180,0.5,0.75,4,2,2,1,7,49.3,51.4,51.2,0.3,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260683,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Female,Coloured,Yes,Yes,No,40-44,480,360,120,120,480,1.0,1.0,4,0,0,0,4,62.7,60.0,51.2,8.9,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence Yes
4260684,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Female,African,No,Yes,No,35-39,480,360,120,90,450,0.75,0.9375,4,1,1,1,3,55.6,62.1,51.2,10.9,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence Yes
4260685,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Male,African,Yes,No,Yes,35-39,120,0,120,30,30,0.25,0.25,4,3,3,1,8,48.0,47.4,51.2,-3.8,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260686,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Female,African,Yes,Yes,Yes,35-39,480,360,120,30,390,0.25,0.8125,4,3,2,1,6,49.5,50.7,51.2,-0.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence Yes
4260687,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Female,Indian,Yes,No,Yes,40-44,480,360,120,120,480,1.0,1.0,4,0,0,0,1,82.5,75.9,51.2,24.7,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260688,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,3,Female,Indian,Yes,Yes,No,35-39,360,240,120,30,270,0.25,0.75,4,3,3,2,8,39.5,45.0,51.2,-6.2,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence Yes
4260689,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Male,African,Yes,No,No,35-39,480,360,120,60,420,0.5,0.875,4,2,2,2,3,52.8,49.0,51.2,-2.2,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260690,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,1,Male,African,No,No,Yes,30-34,120,0,120,0,0,0.0,0.0,4,4,3,2,11,30.5,37.4,51.2,-13.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260691,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Male,African,No,No,Yes,35-39,480,360,120,120,480,1.0,1.0,4,0,0,1,1,63.2,66.2,51.2,15.1,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260692,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,2,Female,African,Yes,No,Yes,30-34,240,120,120,0,120,0.0,0.5,4,4,3,2,14,25.2,29.5,51.2,-21.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260693,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,3,Male,African,Yes,No,No,40-44,360,240,120,120,360,1.0,1.0,4,0,0,1,0,70.5,68.2,51.2,17.0,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence No
4260694,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Female,African,Yes,No,No,35-39,480,360,120,30,390,0.25,0.8125,4,3,3,5,6,34.1,33.9,51.2,-17.2,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260695,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,4,Female,African,Yes,No,Yes,35-39,480,360,120,60,420,0.5,0.875,4,2,1,1,7,46.9,49.1,51.2,-2.1,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260696,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,3,Female,Coloured,Yes,No,No,35-39,360,240,120,60,300,0.5,0.8333,4,2,1,0,9,51.9,49.7,51.2,-1.4,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260697,2026,EMS,BCOM_ECP,Bachelor of Commerce Extended Curriculum Programme,4,3,Male,African,Yes,No,No,35-39,360,240,120,30,270,0.25,0.75,4,3,2,2,9,40.6,36.4,51.2,-14.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
